"Name","Type","Unlock Prerequisite","Research Scrolls","Antique Tokens","Tier","Value","Crafting Time (seconds)","Crafting Time (formatted)","Value / Crafting Time","Merchant XP","Merchant XP / Crafting Time","Worker XP","Fusion XP","Favor","Airship Power","","Required Worker ","Worker Level","Required Worker","Worker Level","Required Worker","Worker Level","","","","","","","","","","","","","","","Component","Component Quality","Amount Needed","Component","Component Quality","Amount Needed","","ATK","DEF","HP","EVA","CRIT","Mana Shield","","Elemental Affinity","Spirit Affinity","Built-In Element","Built-In Spirit","","Crafting Upgrade 1","Crafts Needed","Crafting Upgrade 2","Crafts Needed","Crafting Upgrade 3","Crafts Needed","Crafting Upgrade 4","Crafts Needed","Crafting Upgrade 5","Crafts Needed","","Starforged Milestone 1","Crafts Needed","Starforged Milestone 2","Crafts Needed","Starforged Milestone 3","Crafts Needed","Starforged Milestone 4","Crafts Needed","Starforged Milestone 5","Crafts Needed","","Ascension Upgrade 1","Shards Needed","Ascension Upgrade 2","Shards Needed","Ascension Upgrade 3","Shards Needed","Transcendence Upgrade 1","Seals Needed","Transcendence Upgrade 2","Seals Needed","Transcendence Upgrade 3","Seals Needed","","Discount Energy","Surcharge Energy","Suggest Energy","Speed Up Energy","","Is Antique starting on (UTC)",""
"Krampus Hooves","Heavy Footwear","Krampus Mega Pack","---","425","15","19,500,000","295,200","82:00:00","66.06","360,000","1.22","5,400","27,000","16,449","994","","Blacksmith","38","Master","34","Tailor","31","","485","---","---","---","","---","---","---","---","62","11","---","","Dinosaur Leather","---","4","Elder Wood","---","3","","178","710","---","---","---","---","","Dark","Krampus Wile","---","---","","-25% Craft Time Reduction","4","-97 Iron Spent","10","x1.25 Value Increase","18","-16 Jewels Spent","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-2 Dinosaur Leather Spent","130","-3 Essence Spent","130","+10% Multicraft Chance","130","DEF +178","130","HP +107","130","+10% Base ATK, DEF and HP","130","","3,675","8,165","1,635","5,035","","June 7, 2026",""
"Platinum Greaves","Heavy Footwear","Platinum Chest","---","","15","35,000,000","295,200","82:00:00","118.56","360,000","1.22","5,400","27,000","12,188","852","","Blacksmith","38","Master","34","Tailor","31","","485","---","---","---","171","---","---","---","---","62","---","---","","Platinum Bangles","---","5","Marble Pillar","---","3","","","710","---","---","---","---","","Gold","Ancestor Tradition","---","---","","-25% Craft Time Reduction","4","x1.25 Value Increase","10","-43 Steel Spent","18","-97 Iron Spent","25","Quality Chance x2","40","","+10% Surcharge Value","5","x1.25 Value Increase","15","+20% Bonus Favor","25","+10% Multicraft Chance","35","Quality Chance x2","55","","-1 Platinum Bangles Spent","130","-16 Jewels Spent","130","+10% Multicraft Chance","130","DEF +178","130","HP +107","130","+10% Base ATK, DEF and HP","130","","3,665","8,145","1,630","5,035","","July 15, 2026",""
"Stone Jaguar Greaves","Heavy Footwear","Content Pass: Jumanji","---","425","15","20,000,000","295,200","82:00:00","67.75","360,000","1.22","5,400","27,000","16,449","1,278","","Blacksmith","38","Master","34","Tailor","31","","485","---","---","---","171","---","---","---","---","---","11","---","","Mysterious Fossil","---","4","Marble Pillar","---","3","","","710","---","---","0.05","---","","Earth","Tiger Power","---","---","","-25% Craft Time Reduction","4","-97 Iron Spent","10","x1.25 Value Increase","18","-43 Steel Spent","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-1 Mysterious Fossil Spent","130","-3 Essence Spent","130","+10% Multicraft Chance","130","DEF +178","130","CRIT +2%","130","+10% Base ATK, DEF and HP","130","","3,720","8,265","1,655","5,035","","September 20, 2026",""
"Darkmatter Gliders","Heavy Footwear","---","300","","16","34,000,000","410,400","114:00:00","82.85","395,000","0.96","5,925","29,625","19,373","906","","Blacksmith","39","Master","35","Tailor","32","","500","---","---","---","","---","---","---","---","65","---","13","","Xzyur Claw","---","4","Hybridized Vine","---","4","","","755","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","3","-16 Jewels Spent","8","x1.25 Value Increase","14","-100 Iron Spent","20","Quality Chance x2","30","","+20% Surcharge Value","5","-10% Surcharge Cost","10","+10% Multicraft Chance","20","x1.25 Value Increase","30","+25% Base ATK, DEF and HP","40","","-1 Xzyur Claw Spent","140","-3 Stardust Spent","140","+10% Multicraft Chance","140","DEF +189","140","HP +113","140","+10% Base ATK, DEF and HP","140","","4,200","9,335","1,865","5,470","","",""
"Xzyurnip Tentalons","Heavy Footwear","Meteor Zone Superior Pack","---","450","16","35,000,000","410,400","114:00:00","85.28","395,000","0.96","5,925","29,625","21,123","1,057","","Blacksmith","39","Master","35","Tailor","32","","500","---","---","---","181","---","---","---","---","---","---","13","","Xzyur Claw","---","4","Star Metal Ingot","---","5","","189","755","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","3","-100 Iron Spent","8","x1.25 Value Increase","14","-45 Steel Spent","20","Quality Chance x2","30","","+20% Surcharge Value","5","-10% Surcharge Cost","10","+10% Multicraft Chance","20","x1.25 Value Increase","30","+25% Base ATK, DEF and HP","40","","-3 Stardust Spent","140","-1 Xzyur Claw Spent","140","+10% Multicraft Chance","140","DEF +189","140","HP +113","140","+10% Base ATK, DEF and HP","140","","4,240","9,420","1,885","5,470","","January 31, 2027",""
"Death Battleboots","Heavy Footwear","Tomb-Bound Chest","---","","16","35,000,000","484,200","134:30:00","72.28","415,000","0.86","6,225","31,125","26,588","930","","Blacksmith","40","Master","36","Tailor","33","","","---","---","---","187","---","---","---","---","66","---","14","","Xzyur Claw","---","4","Paramount Gem","---","4","","","775","---","---","---","---","","---","Tomb-Born Malevolence","---","---","","-25% Craft Time Reduction","3","-17 Jewels Spent","8","x1.25 Value Increase","14","-37 Steel Spent","20","Quality Chance x2","30","","+20% Surcharge Value","5","-10% Surcharge Cost","10","+10% Multicraft Chance","20","x1.25 Value Increase","30","+25% Base ATK, DEF and HP","40","","-1 Xzyur Claw Spent","140","-4 Stardust Spent","140","+10% Multicraft Chance","140","DEF +194","140","HP +116","140","+10% Base ATK, DEF and HP","140","","4,265","9,475","1,895","5,700","","March 9, 2027",""
"Leather Boots","Light Footwear","Tailor","---","","1","60","15","0:00:15","4","135","9","2","10","1","8","","Tailor","1","---","","---","","","","---","5","---","","---","---","---","---","---","---","---","","---","---","","---","---","","","","7","---","---","---","---","","---","---","---","---","","Blueprint: Shin Guards","7","Blueprint: Flip-Flops","18","x1.5 Value Increase","32","Quality Chance x2","50","Quality Chance x3","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","x1.25 Value Increase","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-4 Leather Spent","5","+30% Multicraft Chance","5","Quality Chance x3","5","DEF +2","5","HP +1","5","+10% Base ATK, DEF and HP","5","","5","15","5","15","","",""
"Trailblazers","Light Footwear","Wooden Chest","---","","1","500","60","0:01:00","8.33","480","8","7","35","11","36","","Tailor","2","---","","---","","","","---","9","---","","---","---","---","---","---","---","---","","---","---","","---","---","","","","30","---","---","---","---","","---","---","Ember Element","---","","x1.5 Value Increase","8","-2 Leather Spent","20","-25% Craft Time Reduction","36","Quality Chance x2","55","Quality Chance x3","85","","+20% Surcharge Value","10","-10% Surcharge Cost","30","x1.25 Value Increase","50","+10% Multicraft Chance","75","Quality Chance x2","120","","-5 Leather Spent","5","+30% Multicraft Chance","5","Quality Chance x3","5","DEF +4","5","HP +2","5","+10% Base ATK, DEF and HP","5","","15","30","5","40","","",""
"Flip-Flops","Light Footwear","---","1","","2","180","60","0:01:00","3","480","8","7","35","10","18","","Tailor","2","---","","---","","","","---","9","---","","---","---","---","---","---","---","---","","---","---","","---","---","","","","15","---","---","---","---","","---","---","---","---","","x1.5 Value Increase","8","Blueprint: Soft Shoes","20","-2 Leather Spent","36","Quality Chance x2","55","Quality Chance x3","85","","+20% Surcharge Value","10","-10% Surcharge Cost","30","x1.25 Value Increase","50","+10% Multicraft Chance","75","Quality Chance x2","120","","-5 Leather Spent","5","+20% Multicraft Chance","5","Quality Chance x3","5","DEF +4","5","HP +2","5","+10% Base ATK, DEF and HP","5","","10","25","5","40","","",""
"Soft Shoes","Light Footwear","---","3","","3","660","150","0:02:30","4.4","1,250","8.33","19","95","16","30","","Tailor","2","---","","---","","","","---","14","---","","---","---","---","---","---","---","---","","Elven Wood","---","2","---","---","","","","25","---","---","---","---","","---","---","---","---","","x1.5 Value Increase","8","-25% Craft Time Reduction","20","Blueprint: Thief's Shoes","36","-3 Leather Spent","55","Quality Chance x3","85","","+20% Surcharge Value","10","-10% Surcharge Cost","30","x1.25 Value Increase","50","+10% Multicraft Chance","75","Quality Chance x2","120","","-1 Elven Wood Spent","10","+10% Multicraft Chance","10","Quality Chance x3","10","DEF +6","10","HP +3","10","+10% Base ATK, DEF and HP","10","","20","45","10","70","","",""
"Legionnaire Sandals","Light Footwear","Augustus Pack","---","75","3","1,150","210","0:03:30","5.48","1,800","8.57","27","135","21","42","","Tailor","3","---","","---","","","","8","16","---","","---","---","---","---","---","---","---","","---","---","","---","---","","","8","30","---","---","---","---","","---","---","---","---","","x1.5 Value Increase","5","-20% Craft Time Reduction","14","-3 Leather Spent","24","-20% Craft Time Reduction","40","Quality Chance x3","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","35","+10% Multicraft Chance","55","Quality Chance x2","85","","-8 Wood Spent","10","+10% Multicraft Chance","10","Quality Chance x3","10","DEF +8","10","HP +3","10","+10% Base ATK, DEF and HP","10","","25","60","10","90","","January 26, 2020",""
"Thief's Shoes","Light Footwear","---","6","","4","2,800","450","0:07:30","6.22","4,200","9.33","63","315","35","58","","Tailor","6","---","","---","","","","---","26","---","","---","---","---","---","---","---","---","","Swift Blade","Normal","1","Webbed Wing","---","2","","","48","---","---","---","---","","---","---","---","---","","x1.25 Value Increase","5","-25% Craft Time Reduction","14","Blueprint: Elven Shoes","24","-5 Leather Spent","40","Quality Chance x2","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","35","-1 Swift Blade Spent","55","Quality Chance x2","85","","-25% Craft Time Reduction","15","+10% Multicraft Chance","15","-2 Webbed Wing Spent","15","DEF +12","15","HP +5","15","+10% Base ATK, DEF and HP","15","","40","90","20","165","","",""
"Perennial Sandals","Light Footwear","Spring Festivities Pack","---","100","4","5,000","630","0:10:30","7.94","5,300","8.41","80","400","47","80","","Tailor","7","---","","---","","","","---","30","7","","---","---","---","---","---","---","---","","Silver Dust","---","2","---","---","","","","54","3","---","---","---","","Earth","---","---","---","","x1.25 Value Increase","6","-25% Craft Time Reduction","16","-6 Leather Spent","28","-7 Herbs Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-6 Leather Spent","15","-25% Craft Time Reduction","15","+10% Multicraft Chance","15","DEF +14","15","HP +5","15","+10% Base ATK, DEF and HP","15","","55","120","25","190","","September 20, 2020",""
"Elven Shoes","Light Footwear","---","10","","5","6,950","1,020","0:17:00","6.81","7,800","7.65","117","585","93","82","","Tailor","9","---","","---","","","","---","41","10","","---","8","---","---","---","---","---","","Living Root","---","3","---","---","","","","68","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","6","-8 Leather Spent","16","Blueprint: Savage Stride","28","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-2 Fabric Spent","20","+10% Multicraft Chance","20","-1 Living Root Spent","20","DEF +17","20","HP +7","20","+10% Base ATK, DEF and HP","20","","65","140","30","260","","",""
"Moonlight Zōri","Light Footwear","Moon Festival Mega Pack","---","120","5","13,000","1,290","0:21:30","10.08","9,250","7.17","139","695","129","114","","Tailor","10","---","","---","","","12","---","49","---","","---","10","---","---","---","---","---","","Moon Crystal","---","2","---","---","","","","74","5","---","---","---","","Dark","---","---","---","","-25% Craft Time Reduction","6","x1.2 Value Increase","16","-10 Leather Spent","28","x1.2 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-2 Fabric Spent","20","+10% Multicraft Chance","20","-12 Iron Spent","20","DEF +19","20","HP +7","20","+10% Base ATK, DEF and HP","20","","85","190","40","295","","March 20, 2022",""
"Lilu's Shoes","Light Footwear","The Month of Lilu Mega Pack","---","120","5","14,000","1,650","0:27:30","8.48","11,000","6.67","165","825","119","148","","Tailor","11","---","","---","","","","---","60","---","","---","12","---","---","---","---","---","","Deep Pearl","---","3","---","---","","","","82","---","0.05","---","---","","Water","---","---","---","","-12 Leather Spent","7","-25% Craft Time Reduction","16","x1.25 Value Increase","30","-3 Fabric Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-1 Deep Pearl Spent","20","-3 Fabric Spent","20","+10% Multicraft Chance","20","DEF +21","20","HP +8","20","+10% Base ATK, DEF and HP","20","","90","195","40","335","","August 31, 2025",""
"Savage Stride","Light Footwear","---","12","","6","20,500","2,400","0:40:00","8.54","14,500","6.04","218","1,090","276","115","","Tailor","13","Master","1","---","","","","---","85","21","","---","21","---","---","---","---","---","","Bronze Fang","---","3","Webbed Wing","---","2","","","96","---","---","---","---","","---","Lizard Regeneration","---","---","","-25% Craft Time Reduction","7","-17 Leather Spent","16","Blueprint: Ninja Tabi","30","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-4 Fabric Spent","25","+10% Multicraft Chance","25","-1 Bronze Fang Spent","25","DEF +24","25","HP +10","25","+10% Base ATK, DEF and HP","25","","105","235","45","420","","",""
"Sakura Tabi","Light Footwear","Cherry Blossom Superior Pack","---","140","6","24,000","3,000","0:50:00","8","16,500","5.5","248","1,240","305","156","","Tailor","14","Master","1","---","","","","---","99","25","","---","---","12","---","---","---","---","","Flip-Flops","Normal","1","Deep Pearl","---","4","","","105","6","---","---","---","","Air","---","---","---","","-25% Craft Time Reduction","7","-20 Leather Spent","16","x1.25 Value Increase","30","-5 Herbs Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","-1 Flip-Flops Spent","65","Quality Chance x2","100","","-6 Oils Spent","25","+10% Multicraft Chance","25","-6 Oils Spent","25","DEF +26","25","HP +11","25","+10% Base ATK, DEF and HP","25","","115","255","50","465","","September 18, 2022",""
"Sultan Steps","Light Footwear","Sultan's Finest Mega Pack","---","140","6","36,500","4,200","1:10:00","8.69","18,500","4.4","278","1,390","465","154","","Tailor","15","Master","1","---","","","","---","113","28","","---","29","---","---","---","---","---","","White Sand","---","4","---","---","","","28","110","---","---","---","---","","Fire","---","---","---","","-25% Craft Time Reduction","7","-23 Leather Spent","18","x1.25 Value Increase","32","-6 Herbs Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","x1.25 Value Increase","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-6 Herbs Spent","25","+10% Multicraft Chance","25","-1 White Sand Spent","25","DEF +28","25","HP +11","25","+10% Base ATK, DEF and HP","25","","140","310","60","515","","February 7, 2021",""
"Compact Snowshoes","Light Footwear","True North Mega Pack","---","140","6","37,500","4,200","1:10:00","8.93","18,500","4.4","278","1,390","449","167","","Tailor","15","Master","1","---","","","","---","108","28","","---","29","---","---","---","---","---","","Bronze Fang","---","4","---","---","","","","110","7","---","---","---","","Water","---","---","---","","-25% Craft Time Reduction","7","-6 Herbs Spent","18","-22 Leather Spent","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","x1.25 Value Increase","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-4 Fabric Spent","25","+10% Multicraft Chance","25","-1 Bronze Fang Spent","25","DEF +28","25","HP +11","25","+10% Base ATK, DEF and HP","25","","140","315","65","515","","November 26, 2023",""
